latitude,longitude,temperature_c,salinity_ppt,timestamp
25.91207621,-80.13721445,26.70000076,49.33,2021-12-16 14:23:22
25.91208059,-80.13721574,26.70000076,49.33,2021-12-16 14:23:23
25.91208524,-80.13721714,26.70000076,49.33,2021-12-16 14:23:25
25.91208959,-80.13721902,26.70000076,49.33,2021-12-16 14:23:25
25.91209513,-80.1372213,26.70000076,49.33,2021-12-16 14:23:26
25.91210048,-80.13722343,26.70000076,49.32,2021-12-16 14:23:28
25.91210478,-80.13722601,26.70000076,49.32,2021-12-16 14:23:28
25.9121096,-80.13722884,26.70000076,49.33,2021-12-16 14:23:29
25.9121148,-80.13723179,26.70000076,49.33,2021-12-16 14:23:30
25.91211897,-80.13723481,26.70000076,49.33,2021-12-16 14:23:32
25.91212352,-80.13723755,26.70000076,49.33,2021-12-16 14:23:32
25.91212819,-80.13724058,26.70000076,49.34,2021-12-16 14:23:33
25.91213235,-80.13724376,26.70000076,49.32,2021-12-16 14:23:35
25.91213686,-80.13724634,26.70000076,49.32,2021-12-16 14:23:35
25.91214132,-80.13724955,26.70000076,49.32,2021-12-16 14:23:36
25.91214638,-80.13725289,26.70000076,49.32,2021-12-16 14:23:37
25.91215146,-80.13725624,26.70000076,49.31,2021-12-16 14:23:39
25.91215611,-80.13725915,26.70000076,49.31,2021-12-16 14:23:39
25.91215997,-80.13726132,26.70000076,49.3,2021-12-16 14:23:40
25.91216378,-80.13726391,26.70000076,49.3,2021-12-16 14:23:42
25.91216888,-80.13726701,26.70000076,49.3,2021-12-16 14:23:42
25.91217329,-80.13726997,26.70000076,49.3,2021-12-16 14:23:43
25.91217712,-80.13727206,26.70000076,49.3,2021-12-16 14:23:44
25.91218164,-80.13727471,26.70000076,49.3,2021-12-16 14:23:46
25.91218474,-80.13727747,26.70000076,49.3,2021-12-16 14:23:46
25.91218982,-80.13728051,26.70000076,49.31,2021-12-16 14:23:47
25.91219367,-80.13728249,26.70000076,49.29,2021-12-16 14:23:49
25.91219881,-80.13728518,26.70000076,49.29,2021-12-16 14:23:49
25.91220357,-80.13728726,26.70000076,49.27,2021-12-16 14:23:50
25.91220793,-80.13728937,26.70000076,49.28,2021-12-16 14:23:52
25.91221253,-80.13729228,26.70000076,49.28,2021-12-16 14:23:53
25.91221746,-80.13729474,26.70000076,49.27,2021-12-16 14:23:54
25.91222233,-80.13729711,26.70000076,49.27,2021-12-16 14:23:55
25.91222698,-80.13729953,26.70000076,49.28,2021-12-16 14:23:56
25.91223154,-80.13730215,26.70000076,49.28,2021-12-16 14:23:57
25.91223637,-80.13730467,26.70000076,49.27,2021-12-16 14:23:58
25.91224086,-80.13730712,26.70000076,49.25,2021-12-16 14:23:59
25.91224446,-80.13730904,26.70000076,49.26,2021-12-16 14:24:00
25.91224928,-80.13731201,26.70000076,49.25,2021-12-16 14:24:01
25.91225405,-80.13731489,26.70000076,49.25,2021-12-16 14:24:02
25.91225845,-80.13731782,26.70000076,49.26,2021-12-16 14:24:03
25.91226334,-80.13732219,26.70000076,49.24,2021-12-16 14:24:04
25.91226667,-80.13732654,26.70000076,49.25,2021-12-16 14:24:05
25.91226981,-80.13733075,26.70000076,49.25,2021-12-16 14:24:06
25.9122737,-80.13733494,26.70000076,49.24,2021-12-16 14:24:07
25.91227751,-80.1373391,26.70000076,49.22,2021-12-16 14:24:08
25.91228078,-80.13734241,26.70000076,49.22,2021-12-16 14:24:09
25.91228473,-80.13734566,26.70000076,49.23,2021-12-16 14:24:10
25.91228874,-80.13734893,26.70000076,49.22,2021-12-16 14:24:11
25.91229239,-80.13735192,26.70000076,49.22,2021-12-16 14:24:12
25.91229619,-80.13735464,26.70000076,49.2,2021-12-16 14:24:13
25.9123003,-80.13735827,26.70000076,49.2,2021-12-16 14:24:14
25.91230459,-80.13736168,26.70000076,49.2,2021-12-16 14:24:15
25.91230939,-80.13736475,26.70000076,49.21,2021-12-16 14:24:16
25.9123141,-80.13736779,26.70000076,49.19,2021-12-16 14:24:17
25.91231882,-80.13737048,26.70000076,49.19,2021-12-16 14:24:18
25.9123232,-80.13737288,26.70000076,49.18,2021-12-16 14:24:19
25.9123277,-80.1373756,26.70000076,49.17,2021-12-16 14:24:20
25.91233143,-80.13737773,26.70000076,49.18,2021-12-16 14:24:21
25.91233656,-80.13738165,26.70000076,49.18,2021-12-16 14:24:22
25.91234028,-80.13738389,26.70000076,49.17,2021-12-16 14:24:23
25.91234365,-80.13738556,26.70000076,49.16,2021-12-16 14:24:24
25.91234903,-80.1373882,26.70000076,49.15,2021-12-16 14:24:25
25.91235329,-80.13739077,26.70000076,49.14,2021-12-16 14:24:26
25.91235726,-80.13739345,26.70000076,49.15,2021-12-16 14:24:27
25.91236134,-80.1373958,26.70000076,49.14,2021-12-16 14:24:28
25.91236621,-80.13739814,26.70000076,49.13,2021-12-16 14:24:29
25.91237083,-80.13740133,26.70000076,49.14,2021-12-16 14:24:30
25.912375,-80.13740433,26.70000076,49.14,2021-12-16 14:24:31
25.91237989,-80.13740646,26.70000076,49.13,2021-12-16 14:24:32
25.912384,-80.13740888,26.70000076,49.12,2021-12-16 14:24:33
25.9123875,-80.13741083,26.70000076,49.13,2021-12-16 14:24:34
25.912391,-80.13741333,26.70000076,49.12,2021-12-16 14:24:35
25.91239367,-80.1374165,26.70000076,49.1,2021-12-16 14:24:36
25.91239717,-80.13742,26.70000076,49.1,2021-12-16 14:24:37
25.91240089,-80.13742497,26.70000076,49.1,2021-12-16 14:24:38
25.91240283,-80.13742883,26.70000076,49.09,2021-12-16 14:24:39
25.91240567,-80.13743333,26.70000076,49.08,2021-12-16 14:24:40
25.91240823,-80.13743875,26.70000076,49.07,2021-12-16 14:24:41
25.91240967,-80.137443,26.70000076,49.1,2021-12-16 14:24:42
25.91241135,-80.13744877,26.70000076,49.09,2021-12-16 14:24:43
25.91241234,-80.13745411,26.70000076,49.06,2021-12-16 14:24:44
25.91241333,-80.13745867,26.70000076,49.05,2021-12-16 14:24:45
25.91241496,-80.13746479,26.70000076,49.05,2021-12-16 14:24:46
25.91241562,-80.13746946,26.70000076,49.03,2021-12-16 14:24:47
25.91241624,-80.13747473,26.70000076,49.03,2021-12-16 14:24:48
25.91241743,-80.13748023,26.70000076,49.03,2021-12-16 14:24:49
25.91241767,-80.137485,26.70000076,49.06,2021-12-16 14:24:50
25.91241817,-80.1374895,26.70000076,49.04,2021-12-16 14:24:51
25.91241885,-80.13749483,26.70000076,49.04,2021-12-16 14:24:52
25.91242037,-80.13749964,26.70000076,49.03,2021-12-16 14:24:53
25.91242145,-80.137504,26.70000076,49.04,2021-12-16 14:24:54
25.91242267,-80.13750853,26.70000076,49.04,2021-12-16 14:24:55
25.91242447,-80.13751218,26.70000076,49.06,2021-12-16 14:24:56
25.91242619,-80.13751605,26.70000076,49.05,2021-12-16 14:24:57
25.91242772,-80.13751971,26.70000076,49.05,2021-12-16 14:24:58
25.91243001,-80.13752331,26.70000076,49.03,2021-12-16 14:24:59
25.9124332,-80.13752697,26.70000076,49.04,2021-12-16 14:25:00
25.9124365,-80.13753017,26.70000076,49.04,2021-12-16 14:25:01
25.91244017,-80.13753317,26.70000076,49.04,2021-12-16 14:25:02
25.91244408,-80.13753642,26.70000076,49.04,2021-12-16 14:25:03
25.91244781,-80.13753945,26.70000076,49.02,2021-12-16 14:25:04
25.91245215,-80.13754246,26.70000076,49.04,2021-12-16 14:25:05
25.91245642,-80.13754525,26.70000076,49.04,2021-12-16 14:25:06
25.91246027,-80.13754776,26.70000076,49.03,2021-12-16 14:25:07
25.91246452,-80.13755014,26.70000076,49.03,2021-12-16 14:25:08
25.91246854,-80.13755328,26.70000076,49.02,2021-12-16 14:25:09
25.91247297,-80.13755641,26.70000076,49.04,2021-12-16 14:25:10
25.91247738,-80.13755909,26.70000076,49.04,2021-12-16 14:25:11
25.91248067,-80.13756133,26.70000076,49.01,2021-12-16 14:25:12
25.912485,-80.13756367,26.70000076,49.03,2021-12-16 14:25:13
25.91249027,-80.13756643,26.70000076,49.02,2021-12-16 14:25:14
25.91249421,-80.13756876,26.70000076,49.02,2021-12-16 14:25:15
25.91249824,-80.13757108,26.70000076,49.02,2021-12-16 14:25:16
25.91250266,-80.13757372,26.70000076,49.01,2021-12-16 14:25:17
25.91250708,-80.13757609,26.70000076,48.99,2021-12-16 14:25:18
25.91251158,-80.13757841,26.70000076,49.0,2021-12-16 14:25:19
25.9125162,-80.1375809,26.70000076,49.01,2021-12-16 14:25:20
25.91251985,-80.13758286,26.70000076,48.98,2021-12-16 14:25:21
25.91252452,-80.13758559,26.70000076,48.98,2021-12-16 14:25:23
25.91252834,-80.13758759,26.70000076,48.98,2021-12-16 14:25:23
25.91253235,-80.13758902,26.70000076,48.96,2021-12-16 14:25:24
25.91253709,-80.1375914,26.70000076,48.95,2021-12-16 14:25:26
25.91254214,-80.13759381,26.70000076,48.95,2021-12-16 14:25:26
25.91254651,-80.13759591,26.70000076,48.97,2021-12-16 14:25:27
25.91255113,-80.13759814,26.70000076,48.99,2021-12-16 14:25:29
25.91255454,-80.13760051,26.70000076,48.96,2021-12-16 14:25:30
25.91255898,-80.13760289,26.70000076,48.95,2021-12-16 14:25:31
25.91256369,-80.13760504,26.70000076,48.95,2021-12-16 14:25:31
25.91256994,-80.13760815,26.70000076,48.95,2021-12-16 14:25:32
25.91257448,-80.13761034,26.70000076,48.96,2021-12-16 14:25:34
25.91257923,-80.13761279,26.70000076,48.96,2021-12-16 14:25:34
25.91258357,-80.13761435,26.70000076,48.95,2021-12-16 14:25:35
25.91258918,-80.13761626,26.70000076,48.99,2021-12-16 14:25:37
25.9125938,-80.13761749,26.70000076,48.99,2021-12-16 14:25:37
25.91259789,-80.13761855,26.70000076,48.97,2021-12-16 14:25:39
25.91260273,-80.13761979,26.70000076,48.97,2021-12-16 14:25:39
25.91260826,-80.13762154,26.70000076,48.97,2021-12-16 14:25:40
25.91261275,-80.13762275,26.70000076,48.95,2021-12-16 14:25:42
25.91261704,-80.13762393,26.70000076,48.95,2021-12-16 14:25:42
25.91262236,-80.13762548,26.70000076,48.96,2021-12-16 14:25:43
25.91262705,-80.13762642,26.70000076,48.95,2021-12-16 14:25:45
25.91263129,-80.13762717,26.70000076,48.95,2021-12-16 14:25:45
25.91263645,-80.13762822,26.70000076,48.97,2021-12-16 14:25:46
25.91264076,-80.13762821,26.70000076,48.96,2021-12-16 14:25:47
25.91264534,-80.13762815,26.70000076,48.95,2021-12-16 14:25:48
25.91264949,-80.13762801,26.70000076,48.92,2021-12-16 14:25:50
25.91265479,-80.13762968,26.70000076,48.92,2021-12-16 14:25:50
25.91265958,-80.13763005,26.70000076,48.93,2021-12-16 14:25:51
25.91266408,-80.13763006,26.70000076,48.93,2021-12-16 14:25:52
25.91266838,-80.13763076,26.70000076,48.93,2021-12-16 14:25:54
25.91267337,-80.1376311,26.70000076,48.93,2021-12-16 14:25:54
25.91267789,-80.13763169,26.70000076,48.93,2021-12-16 14:25:55
25.91268187,-80.13763317,26.70000076,48.92,2021-12-16 14:25:57
25.91268557,-80.13763454,26.70000076,48.92,2021-12-16 14:25:57
25.91268912,-80.13763634,26.70000076,48.92,2021-12-16 14:25:58
25.91269322,-80.1376383,26.70000076,48.91,2021-12-16 14:26:00
25.91269701,-80.1376408,26.70000076,48.91,2021-12-16 14:26:00
25.91270116,-80.13764406,26.70000076,48.88,2021-12-16 14:26:01
25.91270404,-80.13764706,26.70000076,48.89,2021-12-16 14:26:03
25.91270651,-80.13765084,26.70000076,48.89,2021-12-16 14:26:03
25.91270935,-80.1376543,26.70000076,48.87,2021-12-16 14:26:04
25.91271195,-80.13765805,26.70000076,48.84,2021-12-16 14:26:06
25.91271356,-80.13766222,26.70000076,48.84,2021-12-16 14:26:06
25.91271548,-80.13766633,26.70000076,48.86,2021-12-16 14:26:07
25.91271744,-80.13767089,26.70000076,48.84,2021-12-16 14:26:09
25.91271889,-80.13767548,26.70000076,48.83,2021-12-16 14:26:10
25.9127201,-80.13768085,26.70000076,48.83,2021-12-16 14:26:10
25.91272154,-80.13768548,26.70000076,48.82,2021-12-16 14:26:11
25.91272275,-80.13769062,26.70000076,48.82,2021-12-16 14:26:13
25.91272365,-80.13769544,26.70000076,48.82,2021-12-16 14:26:13
25.91272433,-80.13770029,26.70000076,48.8,2021-12-16 14:26:14
25.91272515,-80.13770576,26.70000076,48.82,2021-12-16 14:26:16
25.91272542,-80.13771126,26.70000076,48.82,2021-12-16 14:26:16
25.91272589,-80.13771633,26.70000076,48.82,2021-12-16 14:26:17
25.91272671,-80.13772131,26.70000076,48.77,2021-12-16 14:26:19
25.91272699,-80.13772589,26.70000076,48.72,2021-12-16 14:26:20
25.91272756,-80.13773133,26.70000076,48.74,2021-12-16 14:26:21
25.91272865,-80.13773674,26.70000076,48.74,2021-12-16 14:26:21
25.91272945,-80.13774193,26.70000076,48.74,2021-12-16 14:26:22
25.91273066,-80.13774697,26.70000076,48.76,2021-12-16 14:26:23
25.91273113,-80.13775197,26.70000076,48.69,2021-12-16 14:26:25
25.91273106,-80.13775747,26.70000076,48.72,2021-12-16 14:26:26
25.91273086,-80.13776248,26.70000076,48.74,2021-12-16 14:26:27
25.91273131,-80.13776782,26.70000076,48.74,2021-12-16 14:26:28
25.91273115,-80.1377737,26.70000076,48.73,2021-12-16 14:26:29
25.91273106,-80.13778015,26.70000076,48.74,2021-12-16 14:26:30
25.9127308,-80.13778627,26.70000076,48.77,2021-12-16 14:26:31
25.9127307,-80.13779249,26.70000076,48.65,2021-12-16 14:26:32
25.91273073,-80.13779834,26.70000076,48.59,2021-12-16 14:26:33
25.91273165,-80.13780369,26.70000076,48.52,2021-12-16 14:26:34
25.91273318,-80.13780867,26.70000076,48.58,2021-12-16 14:26:35
25.91273367,-80.13781248,26.70000076,48.66,2021-12-16 14:26:36
25.91273408,-80.13781553,26.70000076,48.77,2021-12-16 14:26:37
25.91273429,-80.13781826,26.70000076,48.77,2021-12-16 14:26:38
25.91273425,-80.137822,26.70000076,48.75,2021-12-16 14:26:39
25.9127341,-80.13782451,26.70000076,48.8,2021-12-16 14:26:40
25.91273333,-80.13782683,26.70000076,48.78,2021-12-16 14:26:41
25.9127335,-80.13782917,26.70000076,48.72,2021-12-16 14:26:42
25.912734,-80.13783133,26.70000076,48.66,2021-12-16 14:26:43
25.912734,-80.1378335,26.70000076,48.68,2021-12-16 14:26:44
25.912734,-80.1378355,26.70000076,48.68,2021-12-16 14:26:45
25.91273433,-80.13783717,26.70000076,48.65,2021-12-16 14:26:46
25.91273433,-80.13783867,26.70000076,48.67,2021-12-16 14:26:47
25.91273491,-80.13783986,26.70000076,48.72,2021-12-16 14:26:48
25.91273525,-80.13784168,26.70000076,48.71,2021-12-16 14:26:49
25.91273559,-80.13784333,26.70000076,48.69,2021-12-16 14:26:50
25.91273542,-80.13784464,26.70000076,48.7,2021-12-16 14:26:51
25.91273543,-80.1378458,26.70000076,48.7,2021-12-16 14:26:52
25.91273542,-80.13784728,26.70000076,48.7,2021-12-16 14:26:53
25.91273609,-80.13784844,26.70000076,48.71,2021-12-16 14:26:54
25.91273659,-80.1378496,26.70000076,48.7,2021-12-16 14:26:55
25.91273708,-80.1378511,26.70000076,48.69,2021-12-16 14:26:56
25.91273767,-80.13785217,26.70000076,48.69,2021-12-16 14:26:57
25.91273841,-80.13785358,26.70000076,48.69,2021-12-16 14:26:59
25.91273975,-80.1378544,26.70000076,48.69,2021-12-16 14:26:59
25.91274041,-80.13785507,26.70000076,48.67,2021-12-16 14:27:00
25.91274141,-80.1378554,26.70000076,48.69,2021-12-16 14:27:02
25.91274257,-80.13785606,26.70000076,48.69,2021-12-16 14:27:02
25.91274357,-80.13785706,26.70000076,48.69,2021-12-16 14:27:03
25.91274499,-80.13785762,26.70000076,48.66,2021-12-16 14:27:05
25.91274598,-80.13785811,26.70000076,48.66,2021-12-16 14:27:05
25.91274697,-80.13785875,26.70000076,48.66,2021-12-16 14:27:06
25.91274748,-80.13785908,26.70000076,48.62,2021-12-16 14:27:08
25.91274764,-80.13785975,26.70000076,48.62,2021-12-16 14:27:08
25.91274782,-80.13786041,26.70000076,48.62,2021-12-16 14:27:09
25.91274781,-80.13786106,26.70000076,48.58,2021-12-16 14:27:11
25.91274814,-80.13786138,26.70000076,48.58,2021-12-16 14:27:11
25.91274996,-80.13786211,26.70000076,48.33,2021-12-16 14:27:12
25.9127504,-80.13786307,26.70000076,48.47,2021-12-16 14:27:13
25.91275058,-80.13786438,26.70000076,48.52,2021-12-16 14:27:15
25.91275056,-80.13786468,26.70000076,48.48,2021-12-16 14:27:16
25.91275115,-80.13786537,26.70000076,48.49,2021-12-16 14:27:18
25.91275123,-80.13786569,26.70000076,48.49,2021-12-16 14:27:18
25.91275107,-80.13786586,26.70000076,48.46,2021-12-16 14:27:19
25.91275155,-80.13786567,26.70000076,48.45,2021-12-16 14:27:21
25.91275188,-80.137866,26.70000076,48.45,2021-12-16 14:27:21
25.91275221,-80.1378665,26.70000076,48.44,2021-12-16 14:27:22
25.91275271,-80.13786665,26.70000076,48.45,2021-12-16 14:27:24
25.91275324,-80.13786682,26.70000076,48.45,2021-12-16 14:27:24
25.91275424,-80.13786699,26.70000076,48.44,2021-12-16 14:27:25
25.91275438,-80.13786713,26.70000076,48.52,2021-12-16 14:27:27
25.91275455,-80.13786727,26.70000076,48.52,2021-12-16 14:27:27
25.91275427,-80.1378674,26.70000076,48.49,2021-12-16 14:27:28
25.91275444,-80.13786738,26.70000076,48.4,2021-12-16 14:27:30
25.91275459,-80.13786769,26.70000076,48.4,2021-12-16 14:27:30
25.91275475,-80.13786716,26.70000076,48.48,2021-12-16 14:27:31
25.91275441,-80.13786683,26.70000076,48.38,2021-12-16 14:27:33
25.91275458,-80.13786719,26.70000076,48.38,2021-12-16 14:27:33
25.91275458,-80.13786668,26.70000076,48.37,2021-12-16 14:27:34
25.9127546,-80.13786582,26.70000076,48.36,2021-12-16 14:27:36
25.9127556,-80.13786583,26.70000076,48.42,2021-12-16 14:27:37
25.91275605,-80.13786537,26.70000076,48.42,2021-12-16 14:27:37
25.91275637,-80.13786503,26.70000076,48.38,2021-12-16 14:27:38
25.91275703,-80.13786502,26.70000076,48.37,2021-12-16 14:27:40
25.91275802,-80.13786535,26.70000076,48.37,2021-12-16 14:27:40
25.91275802,-80.13786517,26.70000076,48.4,2021-12-16 14:27:41
25.91275768,-80.13786482,26.70000076,48.46,2021-12-16 14:27:43
25.91275683,-80.13786415,26.70000076,48.46,2021-12-16 14:27:43
25.91275702,-80.13786417,26.70000076,48.83,2021-12-16 14:27:44
25.91275723,-80.13786366,26.70000076,48.7,2021-12-16 14:27:46
25.91275806,-80.1378645,26.70000076,48.7,2021-12-16 14:27:46
25.91275804,-80.13786448,26.70000076,48.73,2021-12-16 14:27:47
25.9127582,-80.13786418,26.70000076,48.74,2021-12-16 14:27:49
25.91275822,-80.13786437,26.70000076,48.74,2021-12-16 14:27:49
25.91275787,-80.13786455,26.70000076,48.67,2021-12-16 14:27:50
25.9127577,-80.13786439,26.70000076,48.67,2021-12-16 14:27:52
25.91275754,-80.13786374,26.70000076,48.67,2021-12-16 14:27:52
25.91275769,-80.13786293,26.70000076,48.66,2021-12-16 14:27:53
25.9127572,-80.13786175,26.70000076,48.64,2021-12-16 14:27:55
25.91275735,-80.1378616,26.70000076,48.64,2021-12-16 14:27:55
25.91275763,-80.13786143,26.70000076,48.67,2021-12-16 14:27:56
25.9127583,-80.13786188,26.70000076,48.61,2021-12-16 14:27:58
25.91275897,-80.13786158,26.70000076,48.61,2021-12-16 14:27:58
25.91275964,-80.13786161,26.70000076,48.63,2021-12-16 14:27:59
25.91275998,-80.13786046,26.70000076,48.65,2021-12-16 14:28:01
25.91276015,-80.13785948,26.70000076,48.65,2021-12-16 14:28:01
25.91276049,-80.13785882,26.70000076,48.68,2021-12-16 14:28:02
25.91276052,-80.13785895,26.70000076,48.65,2021-12-16 14:28:04
25.91276052,-80.13785909,26.70000076,48.65,2021-12-16 14:28:04
25.9127608,-80.13785957,26.70000076,48.64,2021-12-16 14:28:05
25.91275958,-80.13785938,26.70000076,48.66,2021-12-16 14:28:07
25.9127589,-80.1378582,26.70000076,48.66,2021-12-16 14:28:07
25.9127587,-80.13785821,26.70000076,48.65,2021-12-16 14:28:08
25.91275885,-80.13785806,26.70000076,48.62,2021-12-16 14:28:10
25.91275883,-80.13785724,26.70000076,48.62,2021-12-16 14:28:10
25.91275881,-80.13785724,26.70000076,48.63,2021-12-16 14:28:11
25.9127587,-80.1378574,26.70000076,48.63,2021-12-16 14:28:13
25.91276007,-80.13785684,26.70000076,48.63,2021-12-16 14:28:13
25.9127598,-80.13785658,26.70000076,48.61,2021-12-16 14:28:14
25.9127625,-80.13785852,26.70000076,48.61,2021-12-16 14:28:16
25.91276399,-80.13785932,26.70000076,48.61,2021-12-16 14:28:16
25.91276582,-80.13785945,26.70000076,48.61,2021-12-16 14:28:17
25.91276618,-80.13785884,26.70000076,48.61,2021-12-16 14:28:19
25.91276513,-80.13785905,26.70000076,48.61,2021-12-16 14:28:19
25.91276559,-80.13785923,26.70000076,46.91,2021-12-16 14:28:20
25.91276795,-80.13785915,26.70000076,46.71,2021-12-16 14:28:25
25.91276814,-80.13786122,26.70000076,46.32,2021-12-16 14:28:27
25.9127655,-80.13786091,26.70000076,46.32,2021-12-16 14:28:27
25.91276479,-80.13785939,26.70000076,48.62,2021-12-16 14:28:28
